symbol,entry_time,entry_price,exit_time,exit_price,quantity,direction,realized_pnl,reason
NIFTY22111018100CE,2022-11-04 09:32:10,117.55,2022-11-04 10:03:01,95.3,1,LONG,-22.25,rotate_exit
NIFTY22111018100PE,2022-11-04 09:32:10,130.75,2022-11-04 10:03:01,157.4,1,LONG,26.650000000000006,rotate_exit
NIFTY22111018050CE,2022-11-04 10:03:01,119.4,2022-11-04 10:03:04,119.7,1,LONG,0.29999999999999716,rotate_exit
NIFTY22111018050PE,2022-11-04 10:03:01,130.9,2022-11-04 10:03:04,130.8,1,LONG,-0.09999999999999432,rotate_exit
NIFTY22111018100CE,2022-11-04 10:03:04,95.45,2022-11-04 10:03:06,95.85,1,LONG,0.3999999999999915,rotate_exit
NIFTY22111018100PE,2022-11-04 10:03:04,157.3,2022-11-04 10:03:06,156.4,1,LONG,-0.9000000000000057,rotate_exit
NIFTY22111018050CE,2022-11-04 10:03:06,119.85,2022-11-04 10:03:07,119.85,1,LONG,0.0,rotate_exit
NIFTY22111018050PE,2022-11-04 10:03:06,130.45,2022-11-04 10:03:07,130.1,1,LONG,-0.3499999999999943,rotate_exit
NIFTY22111018100CE,2022-11-04 10:03:07,95.8,2022-11-04 10:03:09,95.8,1,LONG,0.0,rotate_exit
NIFTY22111018100PE,2022-11-04 10:03:07,156.85,2022-11-04 10:03:09,156.2,1,LONG,-0.6500000000000057,rotate_exit
NIFTY22111018050CE,2022-11-04 10:03:09,120.05,2022-11-04 10:03:12,119.8,1,LONG,-0.25,rotate_exit
NIFTY22111018050PE,2022-11-04 10:03:09,130.0,2022-11-04 10:03:12,130.15,1,LONG,0.15000000000000568,rotate_exit
NIFTY22111018100CE,2022-11-04 10:03:12,96.0,2022-11-04 10:03:13,95.45,1,LONG,-0.5499999999999972,rotate_exit
NIFTY22111018100PE,2022-11-04 10:03:12,156.45,2022-11-04 10:03:13,156.75,1,LONG,0.30000000000001137,rotate_exit
NIFTY22111018050CE,2022-11-04 10:03:13,119.5,2022-11-04 10:03:15,119.75,1,LONG,0.25,rotate_exit
NIFTY22111018050PE,2022-11-04 10:03:13,130.25,2022-11-04 10:03:15,130.25,1,LONG,0.0,rotate_exit
NIFTY22111018100CE,2022-11-04 10:03:15,95.7,2022-11-04 10:03:16,95.95,1,LONG,0.25,rotate_exit
NIFTY22111018100PE,2022-11-04 10:03:15,157.0,2022-11-04 10:03:16,156.5,1,LONG,-0.5,rotate_exit
NIFTY22111018050CE,2022-11-04 10:03:16,119.75,2022-11-04 10:03:17,119.7,1,LONG,-0.04999999999999716,rotate_exit
NIFTY22111018050PE,2022-11-04 10:03:16,130.0,2022-11-04 10:03:17,130.1,1,LONG,0.09999999999999432,rotate_exit
NIFTY22111018100CE,2022-11-04 10:03:17,95.7,2022-11-04 10:03:18,95.65,1,LONG,-0.04999999999999716,rotate_exit
NIFTY22111018100PE,2022-11-04 10:03:17,156.6,2022-11-04 10:03:18,156.6,1,LONG,0.0,rotate_exit
NIFTY22111018050CE,2022-11-04 10:03:18,119.95,2022-11-04 10:03:19,120.1,1,LONG,0.14999999999999147,rotate_exit
NIFTY22111018050PE,2022-11-04 10:03:18,130.1,2022-11-04 10:03:19,130.2,1,LONG,0.09999999999999432,rotate_exit
NIFTY22111018100CE,2022-11-04 10:03:19,96.0,2022-11-04 10:15:08,95.35,1,LONG,-0.6500000000000057,rotate_exit
NIFTY22111018100PE,2022-11-04 10:03:19,156.5,2022-11-04 10:15:08,156.1,1,LONG,-0.4000000000000057,rotate_exit
NIFTY22111018050CE,2022-11-04 10:15:08,119.6,2022-11-04 10:15:09,120.2,1,LONG,0.6000000000000085,rotate_exit
NIFTY22111018050PE,2022-11-04 10:15:08,129.9,2022-11-04 10:15:09,129.4,1,LONG,-0.5,rotate_exit
NIFTY22111018100CE,2022-11-04 10:15:09,96.1,2022-11-04 10:45:10,92.4,1,LONG,-3.6999999999999886,rotate_exit
NIFTY22111018100PE,2022-11-04 10:15:09,155.6,2022-11-04 10:45:10,159.0,1,LONG,3.4000000000000057,rotate_exit
NIFTY22111018050CE,2022-11-04 10:45:10,115.1,2022-11-04 10:45:11,115.4,1,LONG,0.30000000000001137,rotate_exit
NIFTY22111018050PE,2022-11-04 10:45:10,130.35,2022-11-04 10:45:11,132.35,1,LONG,2.0,rotate_exit
NIFTY22111018100CE,2022-11-04 10:45:11,91.85,2022-11-04 10:45:15,92.4,1,LONG,0.5500000000000114,rotate_exit
NIFTY22111018100PE,2022-11-04 10:45:11,159.0,2022-11-04 10:45:15,159.05,1,LONG,0.05000000000001137,rotate_exit
NIFTY22111018050CE,2022-11-04 10:45:15,115.85,2022-11-04 10:45:18,116.15,1,LONG,0.30000000000001137,rotate_exit
NIFTY22111018050PE,2022-11-04 10:45:15,132.55,2022-11-04 10:45:18,131.25,1,LONG,-1.3000000000000114,rotate_exit
NIFTY22111018100CE,2022-11-04 10:45:18,92.85,2022-11-04 10:45:23,92.75,1,LONG,-0.09999999999999432,rotate_exit
NIFTY22111018100PE,2022-11-04 10:45:18,157.3,2022-11-04 10:45:23,157.95,1,LONG,0.6499999999999773,rotate_exit
NIFTY22111018050CE,2022-11-04 10:45:23,116.25,2022-11-04 10:45:24,115.8,1,LONG,-0.45000000000000284,rotate_exit
NIFTY22111018050PE,2022-11-04 10:45:23,131.3,2022-11-04 10:45:24,132.2,1,LONG,0.8999999999999773,rotate_exit
NIFTY22111018100CE,2022-11-04 10:45:24,92.8,2022-11-04 10:45:25,92.3,1,LONG,-0.5,rotate_exit
NIFTY22111018100PE,2022-11-04 10:45:24,158.8,2022-11-04 10:45:25,159.25,1,LONG,0.44999999999998863,rotate_exit
NIFTY22111018050CE,2022-11-04 10:45:25,115.5,2022-11-04 10:45:44,115.5,1,LONG,0.0,rotate_exit
NIFTY22111018050PE,2022-11-04 10:45:25,132.3,2022-11-04 10:45:44,132.15,1,LONG,-0.15000000000000568,rotate_exit
