symbol,entry_time,entry_price,exit_time,exit_price,quantity,direction,realized_pnl,reason
BANKNIFTY22112442400CE,2022-11-21 11:30:34,205.0,2022-11-21 11:31:19,202.65,1,LONG,-2.3499999999999943,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 11:30:34,258.25,2022-11-21 11:31:19,260.95,1,LONG,2.6999999999999886,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 11:31:19,252.05,2022-11-21 11:31:25,252.05,1,LONG,0.0,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 11:31:19,210.0,2022-11-21 11:31:25,210.2,1,LONG,0.19999999999998863,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 11:31:25,203.0,2022-11-21 11:31:33,204.05,1,LONG,1.0500000000000114,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 11:31:25,260.65,2022-11-21 11:31:33,259.25,1,LONG,-1.3999999999999773,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 11:31:33,254.2,2022-11-21 11:31:35,254.1,1,LONG,-0.09999999999999432,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 11:31:33,208.8,2022-11-21 11:31:35,208.65,1,LONG,-0.15000000000000568,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 11:31:35,204.45,2022-11-21 11:31:36,203.45,1,LONG,-1.0,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 11:31:35,258.55,2022-11-21 11:31:36,259.5,1,LONG,0.9499999999999886,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 11:31:36,252.85,2022-11-21 11:31:39,251.75,1,LONG,-1.0999999999999943,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 11:31:36,210.5,2022-11-21 11:31:39,210.6,1,LONG,0.09999999999999432,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 11:31:39,202.95,2022-11-21 11:31:41,202.95,1,LONG,0.0,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 11:31:39,260.55,2022-11-21 11:31:41,260.8,1,LONG,0.25,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 11:31:41,251.8,2022-11-21 11:31:43,252.65,1,LONG,0.8499999999999943,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 11:31:41,210.1,2022-11-21 11:31:43,209.95,1,LONG,-0.15000000000000568,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 11:31:43,203.05,2022-11-21 11:31:44,203.45,1,LONG,0.39999999999997726,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 11:31:43,260.2,2022-11-21 11:31:44,260.0,1,LONG,-0.19999999999998863,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 11:31:44,252.65,2022-11-21 14:48:09,241.6,1,LONG,-11.050000000000011,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 11:31:44,209.95,2022-11-21 14:48:09,191.0,1,LONG,-18.94999999999999,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:48:09,189.6,2022-11-21 14:48:27,189.4,1,LONG,-0.19999999999998863,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:48:09,244.0,2022-11-21 14:48:27,248.9,1,LONG,4.900000000000006,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:48:27,239.7,2022-11-21 14:48:40,241.4,1,LONG,1.700000000000017,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:48:27,198.3,2022-11-21 14:48:40,200.75,1,LONG,2.4499999999999886,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:48:40,190.8,2022-11-21 14:48:42,191.5,1,LONG,0.6999999999999886,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:48:40,249.8,2022-11-21 14:48:42,252.45,1,LONG,2.6499999999999773,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:48:42,240.85,2022-11-21 14:49:06,242.55,1,LONG,1.700000000000017,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:48:42,200.85,2022-11-21 14:49:06,199.4,1,LONG,-1.4499999999999886,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:49:06,193.1,2022-11-21 14:49:14,191.7,1,LONG,-1.4000000000000057,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:49:06,249.4,2022-11-21 14:49:14,250.65,1,LONG,1.25,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:49:14,242.1,2022-11-21 14:49:22,242.65,1,LONG,0.5500000000000114,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:49:14,200.95,2022-11-21 14:49:22,200.55,1,LONG,-0.39999999999997726,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:49:22,192.2,2022-11-21 14:49:29,193.3,1,LONG,1.1000000000000227,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:49:22,250.95,2022-11-21 14:49:29,249.1,1,LONG,-1.8499999999999943,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:49:29,243.75,2022-11-21 14:49:31,243.65,1,LONG,-0.09999999999999432,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:49:29,199.5,2022-11-21 14:49:31,199.5,1,LONG,0.0,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:49:31,193.8,2022-11-21 14:49:37,191.7,1,LONG,-2.1000000000000227,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:49:31,249.6,2022-11-21 14:49:37,250.9,1,LONG,1.3000000000000114,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:49:37,241.8,2022-11-21 14:49:43,243.0,1,LONG,1.1999999999999886,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:49:37,201.2,2022-11-21 14:49:43,200.55,1,LONG,-0.6499999999999773,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:49:43,192.45,2022-11-21 14:49:46,192.1,1,LONG,-0.3499999999999943,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:49:43,250.15,2022-11-21 14:49:46,251.25,1,LONG,1.0999999999999943,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:49:46,242.2,2022-11-21 14:49:53,243.05,1,LONG,0.8500000000000227,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:49:46,201.6,2022-11-21 14:49:53,200.9,1,LONG,-0.6999999999999886,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:49:53,192.75,2022-11-21 14:49:54,192.75,1,LONG,0.0,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:49:53,250.45,2022-11-21 14:49:54,249.85,1,LONG,-0.5999999999999943,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:49:54,244.55,2022-11-21 14:49:56,244.7,1,LONG,0.14999999999997726,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:49:54,200.25,2022-11-21 14:49:56,198.2,1,LONG,-2.0500000000000114,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:49:56,194.95,2022-11-21 14:50:15,191.15,1,LONG,-3.799999999999983,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:49:56,247.9,2022-11-21 14:50:15,252.4,1,LONG,4.5,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:50:15,240.3,2022-11-21 14:53:09,243.55,1,LONG,3.25,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:50:15,202.3,2022-11-21 14:53:09,201.15,1,LONG,-1.1500000000000057,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:53:09,194.9,2022-11-21 14:53:10,192.95,1,LONG,-1.950000000000017,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:53:09,249.8,2022-11-21 14:53:10,252.1,1,LONG,2.299999999999983,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:53:10,243.55,2022-11-21 14:53:33,246.2,1,LONG,2.6499999999999773,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:53:10,200.8,2022-11-21 14:53:33,200.7,1,LONG,-0.10000000000002274,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:53:33,194.9,2022-11-21 14:53:35,195.5,1,LONG,0.5999999999999943,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:53:33,250.3,2022-11-21 14:53:35,250.75,1,LONG,0.44999999999998863,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:53:35,246.35,2022-11-21 14:53:38,245.7,1,LONG,-0.6500000000000057,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:53:35,200.2,2022-11-21 14:53:38,201.05,1,LONG,0.8500000000000227,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:53:38,195.95,2022-11-21 14:53:40,195.75,1,LONG,-0.19999999999998863,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:53:38,250.3,2022-11-21 14:53:40,250.1,1,LONG,-0.20000000000001705,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:53:40,246.1,2022-11-21 14:53:41,246.25,1,LONG,0.15000000000000568,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:53:40,200.0,2022-11-21 14:53:41,200.65,1,LONG,0.6500000000000057,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:53:41,195.2,2022-11-21 14:53:43,195.1,1,LONG,-0.09999999999999432,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:53:41,250.15,2022-11-21 14:53:43,249.8,1,LONG,-0.3499999999999943,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:53:43,245.85,2022-11-21 14:53:44,245.85,1,LONG,0.0,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:53:43,200.15,2022-11-21 14:53:44,199.8,1,LONG,-0.3499999999999943,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:53:44,195.4,2022-11-21 14:55:39,195.8,1,LONG,0.4000000000000057,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:53:44,250.05,2022-11-21 14:55:39,250.4,1,LONG,0.3499999999999943,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:55:39,245.85,2022-11-21 14:55:41,248.4,1,LONG,2.5500000000000114,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:55:39,200.6,2022-11-21 14:55:41,200.6,1,LONG,0.0,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:55:41,197.8,2022-11-21 14:55:46,197.15,1,LONG,-0.6500000000000057,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:55:41,248.3,2022-11-21 14:55:46,249.3,1,LONG,1.0,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:55:46,246.95,2022-11-21 14:55:47,246.45,1,LONG,-0.5,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:55:46,200.8,2022-11-21 14:55:47,200.7,1,LONG,-0.10000000000002274,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:55:47,196.7,2022-11-21 14:55:49,196.05,1,LONG,-0.6499999999999773,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:55:47,250.0,2022-11-21 14:55:49,251.15,1,LONG,1.1500000000000057,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:55:49,245.8,2022-11-21 14:55:51,247.3,1,LONG,1.5,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:55:49,201.6,2022-11-21 14:55:51,200.4,1,LONG,-1.1999999999999886,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:55:51,197.2,2022-11-21 14:55:52,197.65,1,LONG,0.45000000000001705,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:55:51,250.0,2022-11-21 14:55:52,249.65,1,LONG,-0.3499999999999943,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:55:52,247.5,2022-11-21 14:55:57,244.85,1,LONG,-2.6500000000000057,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:55:52,200.25,2022-11-21 14:55:57,202.6,1,LONG,2.3499999999999943,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:55:57,195.15,2022-11-21 14:56:00,196.55,1,LONG,1.4000000000000057,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:55:57,252.2,2022-11-21 14:56:00,250.7,1,LONG,-1.5,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:56:00,247.05,2022-11-21 14:56:02,247.45,1,LONG,0.39999999999997726,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:56:00,201.0,2022-11-21 14:56:02,201.65,1,LONG,0.6500000000000057,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:56:02,197.1,2022-11-21 14:56:09,197.5,1,LONG,0.4000000000000057,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:56:02,251.4,2022-11-21 14:56:09,251.05,1,LONG,-0.3499999999999943,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:56:09,247.8,2022-11-21 14:56:11,247.0,1,LONG,-0.8000000000000114,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:56:09,201.1,2022-11-21 14:56:11,201.95,1,LONG,0.8499999999999943,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:56:11,197.0,2022-11-21 14:56:12,197.1,1,LONG,0.09999999999999432,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:56:11,251.5,2022-11-21 14:56:12,251.25,1,LONG,-0.25,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:56:12,247.0,2022-11-21 14:56:15,245.35,1,LONG,-1.6500000000000057,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:56:12,202.0,2022-11-21 14:56:15,202.6,1,LONG,0.5999999999999943,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:56:15,195.2,2022-11-21 14:56:17,195.35,1,LONG,0.15000000000000568,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:56:15,252.8,2022-11-21 14:56:17,251.8,1,LONG,-1.0,rotate_exit
BANKNIFTY22112442300CE,2022-11-21 14:56:17,245.0,2022-11-21 14:56:19,246.0,1,LONG,1.0,rotate_exit
BANKNIFTY22112442300PE,2022-11-21 14:56:17,201.75,2022-11-21 14:56:19,202.05,1,LONG,0.30000000000001137,rotate_exit
BANKNIFTY22112442400CE,2022-11-21 14:56:19,195.35,2022-11-21 14:56:23,194.15,1,LONG,-1.1999999999999886,rotate_exit
BANKNIFTY22112442400PE,2022-11-21 14:56:19,251.45,2022-11-21 14:56:23,252.6,1,LONG,1.1500000000000057,rotate_exit
